,Match ID,Date,Venue,Bat First,Bat Second,Innings,Over,Ball,Batter,Non Striker,Bowler,Batter Runs,Extra Runs,Runs From Ball,Ball Rebowled,Extra Type,Wicket,Method,Player Out,Innings Runs,Innings Wickets,Target Score,Runs to Get,Balls Remaining,Winner,Chased Successfully,Total Batter Runs,Total Non Striker Runs,Batter Balls Faced,Non Striker Balls Faced,Player Out Runs,Player Out Balls Faced,Bowler Runs Conceded,Valid Ball
84761,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,1,1,Mohammad Rizwan,Babar Azam,B Kumar,0,0,0,0,[],0,,,0,0,148,,119,India,1,0,0,1,0,,,0,1
84762,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,1,2,Mohammad Rizwan,Babar Azam,B Kumar,0,0,0,0,[],0,,,0,0,148,,118,India,1,0,0,2,0,,,0,1
84763,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,1,3,Mohammad Rizwan,Babar Azam,B Kumar,1,0,1,0,[],0,,,1,0,148,,117,India,1,1,0,3,0,,,1,1
84764,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,1,4,Babar Azam,Mohammad Rizwan,B Kumar,4,0,4,0,[],0,,,5,0,148,,116,India,1,4,1,1,3,,,4,1
84765,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,1,5,Babar Azam,Mohammad Rizwan,B Kumar,1,0,1,0,[],0,,,6,0,148,,115,India,1,5,1,2,3,,,1,1
84766,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,1,6,Mohammad Rizwan,Babar Azam,B Kumar,0,0,0,0,[],0,,,6,0,148,,114,India,1,1,5,4,2,,,0,1
84767,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,2,1,Babar Azam,Mohammad Rizwan,Arshdeep Singh,0,0,0,0,[],0,,,6,0,148,,113,India,1,5,1,3,4,,,0,1
84768,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,2,2,Babar Azam,Mohammad Rizwan,Arshdeep Singh,0,1,1,1,['wides'],0,,,7,0,148,,113,India,1,5,1,3,4,,,1,0
84769,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,2,2,Babar Azam,Mohammad Rizwan,Arshdeep Singh,0,0,0,0,[],0,,,7,0,148,,112,India,1,5,1,4,4,,,0,1
84770,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,2,3,Babar Azam,Mohammad Rizwan,Arshdeep Singh,0,1,1,1,['wides'],0,,,8,0,148,,112,India,1,5,1,4,4,,,1,0
84771,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,2,3,Babar Azam,Mohammad Rizwan,Arshdeep Singh,0,0,0,0,[],0,,,8,0,148,,111,India,1,5,1,5,4,,,0,1
84772,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,2,4,Babar Azam,Mohammad Rizwan,Arshdeep Singh,1,0,1,0,[],0,,,9,0,148,,110,India,1,6,1,6,4,,,1,1
84773,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,2,5,Mohammad Rizwan,Babar Azam,Arshdeep Singh,1,0,1,0,[],0,,,10,0,148,,109,India,1,2,6,5,6,,,1,1
84774,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,2,6,Babar Azam,Mohammad Rizwan,Arshdeep Singh,4,0,4,0,[],0,,,14,0,148,,108,India,1,10,2,7,5,,,4,1
84775,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,3,1,Mohammad Rizwan,Babar Azam,B Kumar,0,0,0,0,[],0,,,14,0,148,,107,India,1,2,10,6,7,,,0,1
84776,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,3,2,Mohammad Rizwan,Babar Azam,B Kumar,1,0,1,0,[],0,,,15,0,148,,106,India,1,3,10,7,7,,,1,1
84777,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,3,3,Babar Azam,Mohammad Rizwan,B Kumar,0,0,0,0,[],0,,,15,0,148,,105,India,1,10,3,8,7,,,0,1
84778,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,3,4,Babar Azam,Mohammad Rizwan,B Kumar,0,0,0,0,[],1,caught,Babar Azam,15,1,148,,104,India,1,0,3,0,7,10,9,0,1
84779,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,3,5,Fakhar Zaman,Mohammad Rizwan,B Kumar,4,0,4,0,[],0,,,19,1,148,,103,India,1,4,3,1,7,,,4,1
84780,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,3,6,Fakhar Zaman,Mohammad Rizwan,B Kumar,0,0,0,0,[],0,,,19,1,148,,102,India,1,4,3,2,7,,,0,1
84781,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,4,1,Mohammad Rizwan,Fakhar Zaman,Arshdeep Singh,0,0,0,0,[],0,,,19,1,148,,101,India,1,3,4,8,2,,,0,1
84782,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,4,2,Mohammad Rizwan,Fakhar Zaman,Arshdeep Singh,0,0,0,0,[],0,,,19,1,148,,100,India,1,3,4,9,2,,,0,1
84783,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,4,3,Mohammad Rizwan,Fakhar Zaman,Arshdeep Singh,0,0,0,0,[],0,,,19,1,148,,99,India,1,3,4,10,2,,,0,1
84784,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,4,4,Mohammad Rizwan,Fakhar Zaman,Arshdeep Singh,4,0,4,0,[],0,,,23,1,148,,98,India,1,7,4,11,2,,,4,1
84785,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,4,5,Mohammad Rizwan,Fakhar Zaman,Arshdeep Singh,0,0,0,0,[],0,,,23,1,148,,97,India,1,7,4,12,2,,,0,1
84786,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,4,6,Mohammad Rizwan,Fakhar Zaman,Arshdeep Singh,0,0,0,0,[],0,,,23,1,148,,96,India,1,7,4,13,2,,,0,1
84787,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,5,1,Fakhar Zaman,Mohammad Rizwan,HH Pandya,4,0,4,0,[],0,,,27,1,148,,95,India,1,8,7,3,13,,,4,1
84788,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,5,2,Fakhar Zaman,Mohammad Rizwan,HH Pandya,1,0,1,0,[],0,,,28,1,148,,94,India,1,9,7,4,13,,,1,1
84789,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,5,3,Mohammad Rizwan,Fakhar Zaman,HH Pandya,0,0,0,0,[],0,,,28,1,148,,93,India,1,7,9,14,4,,,0,1
84790,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,5,4,Mohammad Rizwan,Fakhar Zaman,HH Pandya,2,0,2,0,[],0,,,30,1,148,,92,India,1,9,9,15,4,,,2,1
84791,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,5,5,Mohammad Rizwan,Fakhar Zaman,HH Pandya,0,0,0,0,[],0,,,30,1,148,,91,India,1,9,9,16,4,,,0,1
84792,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,5,6,Mohammad Rizwan,Fakhar Zaman,HH Pandya,0,0,0,0,[],0,,,30,1,148,,90,India,1,9,9,17,4,,,0,1
84793,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,6,1,Fakhar Zaman,Mohammad Rizwan,Avesh Khan,1,0,1,0,[],0,,,31,1,148,,89,India,1,10,9,5,17,,,1,1
84794,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,6,2,Mohammad Rizwan,Fakhar Zaman,Avesh Khan,6,0,6,0,[],0,,,37,1,148,,88,India,1,15,10,18,5,,,6,1
84795,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,6,3,Mohammad Rizwan,Fakhar Zaman,Avesh Khan,4,0,4,0,[],0,,,41,1,148,,87,India,1,19,10,19,5,,,4,1
84796,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,6,4,Mohammad Rizwan,Fakhar Zaman,Avesh Khan,1,0,1,0,[],0,,,42,1,148,,86,India,1,20,10,20,5,,,1,1
84797,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,6,5,Fakhar Zaman,Mohammad Rizwan,Avesh Khan,0,0,0,0,[],1,caught,Fakhar Zaman,42,2,148,,85,India,1,0,20,0,20,10,6,0,1
84798,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,6,6,Iftikhar Ahmed,Mohammad Rizwan,Avesh Khan,1,0,1,0,[],0,,,43,2,148,,84,India,1,1,20,1,20,,,1,1
84799,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,7,1,Iftikhar Ahmed,Mohammad Rizwan,HH Pandya,1,0,1,0,[],0,,,44,2,148,,83,India,1,2,20,2,20,,,1,1
84800,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,7,2,Mohammad Rizwan,Iftikhar Ahmed,HH Pandya,1,0,1,0,[],0,,,45,2,148,,82,India,1,21,2,21,2,,,1,1
84801,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,7,3,Iftikhar Ahmed,Mohammad Rizwan,HH Pandya,0,0,0,0,[],0,,,45,2,148,,81,India,1,2,21,3,21,,,0,1
84802,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,7,4,Iftikhar Ahmed,Mohammad Rizwan,HH Pandya,4,0,4,0,[],0,,,49,2,148,,80,India,1,6,21,4,21,,,4,1
84803,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,7,5,Iftikhar Ahmed,Mohammad Rizwan,HH Pandya,1,0,1,0,[],0,,,50,2,148,,79,India,1,7,21,5,21,,,1,1
84804,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,7,6,Mohammad Rizwan,Iftikhar Ahmed,HH Pandya,1,0,1,0,[],0,,,51,2,148,,78,India,1,22,7,22,5,,,1,1
84805,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,8,1,Mohammad Rizwan,Iftikhar Ahmed,YS Chahal,0,0,0,0,[],0,,,51,2,148,,77,India,1,22,7,23,5,,,0,1
84806,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,8,2,Mohammad Rizwan,Iftikhar Ahmed,YS Chahal,1,0,1,0,[],0,,,52,2,148,,76,India,1,23,7,24,5,,,1,1
84807,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,8,3,Iftikhar Ahmed,Mohammad Rizwan,YS Chahal,4,0,4,0,[],0,,,56,2,148,,75,India,1,11,23,6,24,,,4,1
84808,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,8,4,Iftikhar Ahmed,Mohammad Rizwan,YS Chahal,1,0,1,0,[],0,,,57,2,148,,74,India,1,12,23,7,24,,,1,1
84809,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,8,5,Mohammad Rizwan,Iftikhar Ahmed,YS Chahal,1,0,1,0,[],0,,,58,2,148,,73,India,1,24,12,25,7,,,1,1
84810,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,8,6,Iftikhar Ahmed,Mohammad Rizwan,YS Chahal,1,0,1,0,[],0,,,59,2,148,,72,India,1,13,24,8,25,,,1,1
84811,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,9,1,Iftikhar Ahmed,Mohammad Rizwan,RA Jadeja,0,0,0,0,[],0,,,59,2,148,,71,India,1,13,24,9,25,,,0,1
84812,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,9,2,Iftikhar Ahmed,Mohammad Rizwan,RA Jadeja,1,0,1,0,[],0,,,60,2,148,,70,India,1,14,24,10,25,,,1,1
84813,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,9,3,Mohammad Rizwan,Iftikhar Ahmed,RA Jadeja,1,0,1,0,[],0,,,61,2,148,,69,India,1,25,14,26,10,,,1,1
84814,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,9,4,Iftikhar Ahmed,Mohammad Rizwan,RA Jadeja,0,1,1,0,['byes'],0,,,62,2,148,,68,India,1,14,25,11,26,,,0,1
84815,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,9,5,Mohammad Rizwan,Iftikhar Ahmed,RA Jadeja,0,0,0,0,[],0,,,62,2,148,,67,India,1,25,14,27,11,,,0,1
84816,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,9,6,Mohammad Rizwan,Iftikhar Ahmed,RA Jadeja,1,0,1,0,[],0,,,63,2,148,,66,India,1,26,14,28,11,,,1,1
84817,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,10,1,Mohammad Rizwan,Iftikhar Ahmed,YS Chahal,1,0,1,0,[],0,,,64,2,148,,65,India,1,27,14,29,11,,,1,1
84818,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,10,2,Iftikhar Ahmed,Mohammad Rizwan,YS Chahal,0,0,0,0,[],0,,,64,2,148,,64,India,1,14,27,12,29,,,0,1
84819,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,10,3,Iftikhar Ahmed,Mohammad Rizwan,YS Chahal,1,0,1,0,[],0,,,65,2,148,,63,India,1,15,27,13,29,,,1,1
84820,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,10,4,Mohammad Rizwan,Iftikhar Ahmed,YS Chahal,1,0,1,0,[],0,,,66,2,148,,62,India,1,28,15,30,13,,,1,1
84821,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,10,5,Iftikhar Ahmed,Mohammad Rizwan,YS Chahal,1,0,1,0,[],0,,,67,2,148,,61,India,1,16,28,14,30,,,1,1
84822,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,10,6,Mohammad Rizwan,Iftikhar Ahmed,YS Chahal,1,0,1,0,[],0,,,68,2,148,,60,India,1,29,16,31,14,,,1,1
84823,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,11,1,Mohammad Rizwan,Iftikhar Ahmed,RA Jadeja,4,0,4,0,[],0,,,72,2,148,,59,India,1,33,16,32,14,,,4,1
84824,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,11,2,Mohammad Rizwan,Iftikhar Ahmed,RA Jadeja,1,0,1,0,[],0,,,73,2,148,,58,India,1,34,16,33,14,,,1,1
84825,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,11,3,Iftikhar Ahmed,Mohammad Rizwan,RA Jadeja,1,0,1,0,[],0,,,74,2,148,,57,India,1,17,34,15,33,,,1,1
84826,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,11,4,Mohammad Rizwan,Iftikhar Ahmed,RA Jadeja,0,0,0,0,[],0,,,74,2,148,,56,India,1,34,17,34,15,,,0,1
84827,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,11,5,Mohammad Rizwan,Iftikhar Ahmed,RA Jadeja,1,0,1,0,[],0,,,75,2,148,,55,India,1,35,17,35,15,,,1,1
84828,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,11,6,Iftikhar Ahmed,Mohammad Rizwan,RA Jadeja,1,0,1,0,[],0,,,76,2,148,,54,India,1,18,35,16,35,,,1,1
84829,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,12,1,Iftikhar Ahmed,Mohammad Rizwan,YS Chahal,2,0,2,0,[],0,,,78,2,148,,53,India,1,20,35,17,35,,,2,1
84830,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,12,2,Iftikhar Ahmed,Mohammad Rizwan,YS Chahal,1,0,1,0,[],0,,,79,2,148,,52,India,1,21,35,18,35,,,1,1
84831,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,12,3,Mohammad Rizwan,Iftikhar Ahmed,YS Chahal,1,0,1,0,[],0,,,80,2,148,,51,India,1,36,21,36,18,,,1,1
84832,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,12,4,Iftikhar Ahmed,Mohammad Rizwan,YS Chahal,6,0,6,0,[],0,,,86,2,148,,50,India,1,27,36,19,36,,,6,1
84833,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,12,5,Iftikhar Ahmed,Mohammad Rizwan,YS Chahal,0,0,0,0,[],0,,,86,2,148,,49,India,1,27,36,20,36,,,0,1
84834,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,12,6,Iftikhar Ahmed,Mohammad Rizwan,YS Chahal,1,0,1,0,[],0,,,87,2,148,,48,India,1,28,36,21,36,,,1,1
84835,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,13,1,Iftikhar Ahmed,Mohammad Rizwan,HH Pandya,0,0,0,0,[],1,caught,Iftikhar Ahmed,87,3,148,,47,India,1,0,36,0,36,28,22,0,1
84836,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,13,2,Khushdil Shah,Mohammad Rizwan,HH Pandya,0,0,0,0,[],0,,,87,3,148,,46,India,1,0,36,1,36,,,0,1
84837,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,13,3,Khushdil Shah,Mohammad Rizwan,HH Pandya,0,0,0,0,[],0,,,87,3,148,,45,India,1,0,36,2,36,,,0,1
84838,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,13,4,Khushdil Shah,Mohammad Rizwan,HH Pandya,1,0,1,0,[],0,,,88,3,148,,44,India,1,1,36,3,36,,,1,1
84839,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,13,5,Mohammad Rizwan,Khushdil Shah,HH Pandya,0,0,0,0,[],0,,,88,3,148,,43,India,1,36,1,37,3,,,0,1
84840,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,13,6,Mohammad Rizwan,Khushdil Shah,HH Pandya,2,0,2,0,[],0,,,90,3,148,,42,India,1,38,1,38,3,,,2,1
84841,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,14,1,Khushdil Shah,Mohammad Rizwan,Avesh Khan,0,0,0,0,[],0,,,90,3,148,,41,India,1,1,38,4,38,,,0,1
84842,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,14,2,Khushdil Shah,Mohammad Rizwan,Avesh Khan,0,0,0,0,[],0,,,90,3,148,,40,India,1,1,38,5,38,,,0,1
84843,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,14,3,Khushdil Shah,Mohammad Rizwan,Avesh Khan,1,0,1,0,[],0,,,91,3,148,,39,India,1,2,38,6,38,,,1,1
84844,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,14,4,Mohammad Rizwan,Khushdil Shah,Avesh Khan,4,0,4,0,[],0,,,95,3,148,,38,India,1,42,2,39,6,,,4,1
84845,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,14,5,Mohammad Rizwan,Khushdil Shah,Avesh Khan,0,0,0,0,[],0,,,95,3,148,,37,India,1,42,2,40,6,,,0,1
84846,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,14,6,Mohammad Rizwan,Khushdil Shah,Avesh Khan,1,0,1,0,[],0,,,96,3,148,,36,India,1,43,2,41,6,,,1,1
84847,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,15,1,Mohammad Rizwan,Khushdil Shah,HH Pandya,0,0,0,0,[],1,caught,Mohammad Rizwan,96,4,148,,35,India,1,0,2,0,6,43,42,0,1
84848,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,15,2,Shadab Khan,Khushdil Shah,HH Pandya,1,0,1,0,[],0,,,97,4,148,,34,India,1,1,2,1,6,,,1,1
84849,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,15,3,Khushdil Shah,Shadab Khan,HH Pandya,0,0,0,0,[],1,caught,Khushdil Shah,97,5,148,,33,India,1,0,1,0,1,2,7,0,1
84850,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,15,4,Shadab Khan,Asif Ali,HH Pandya,0,1,1,1,['wides'],0,,,98,5,148,,33,India,1,1,0,2,0,,,1,0
84851,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,15,4,Shadab Khan,Asif Ali,HH Pandya,0,1,1,1,['wides'],0,,,99,5,148,,33,India,1,1,0,2,0,,,1,0
84852,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,15,4,Shadab Khan,Asif Ali,HH Pandya,1,0,1,0,[],0,,,100,5,148,,32,India,1,2,0,3,0,,,1,1
84853,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,15,5,Asif Ali,Shadab Khan,HH Pandya,2,0,2,0,[],0,,,102,5,148,,31,India,1,2,2,1,3,,,2,1
84854,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,15,6,Asif Ali,Shadab Khan,HH Pandya,1,0,1,0,[],0,,,103,5,148,,30,India,1,3,2,2,3,,,1,1
84855,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,16,1,Asif Ali,Shadab Khan,YS Chahal,1,0,1,0,[],0,,,104,5,148,,29,India,1,4,2,3,3,,,1,1
84856,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,16,2,Shadab Khan,Asif Ali,YS Chahal,1,0,1,0,[],0,,,105,5,148,,28,India,1,3,4,4,3,,,1,1
84857,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,16,3,Asif Ali,Shadab Khan,YS Chahal,3,0,3,0,[],0,,,108,5,148,,27,India,1,7,3,4,4,,,3,1
84858,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,16,4,Shadab Khan,Asif Ali,YS Chahal,1,0,1,0,[],0,,,109,5,148,,26,India,1,4,7,5,4,,,1,1
84859,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,16,5,Asif Ali,Shadab Khan,YS Chahal,2,0,2,0,[],0,,,111,5,148,,25,India,1,9,4,5,5,,,2,1
84860,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,16,6,Asif Ali,Shadab Khan,YS Chahal,0,0,0,0,[],0,,,111,5,148,,24,India,1,9,4,6,5,,,0,1
84861,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,17,1,Shadab Khan,Asif Ali,B Kumar,0,0,0,0,[],0,,,111,5,148,,23,India,1,4,9,6,6,,,0,1
84862,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,17,2,Shadab Khan,Asif Ali,B Kumar,1,0,1,0,[],0,,,112,5,148,,22,India,1,5,9,7,6,,,1,1
84863,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,17,3,Asif Ali,Shadab Khan,B Kumar,0,0,0,0,[],1,caught,Asif Ali,112,6,148,,21,India,1,0,5,0,7,9,7,0,1
84864,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,17,4,Shadab Khan,Mohammad Nawaz,B Kumar,1,0,1,0,[],0,,,113,6,148,,20,India,1,6,0,8,0,,,1,1
84865,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,17,5,Mohammad Nawaz,Shadab Khan,B Kumar,0,0,0,0,[],0,,,113,6,148,,19,India,1,0,6,1,8,,,0,1
84866,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,17,6,Mohammad Nawaz,Shadab Khan,B Kumar,1,0,1,0,[],0,,,114,6,148,,18,India,1,1,6,2,8,,,1,1
84867,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,18,1,Mohammad Nawaz,Shadab Khan,Arshdeep Singh,0,0,0,0,[],1,caught,Mohammad Nawaz,114,7,148,,17,India,1,0,6,0,8,1,3,0,1
84868,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,18,2,Haris Rauf,Shadab Khan,Arshdeep Singh,2,0,2,0,[],0,,,116,7,148,,16,India,1,2,6,1,8,,,2,1
84869,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,18,3,Haris Rauf,Shadab Khan,Arshdeep Singh,4,0,4,0,[],0,,,120,7,148,,15,India,1,6,6,2,8,,,4,1
84870,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,18,4,Haris Rauf,Shadab Khan,Arshdeep Singh,0,0,0,0,[],0,,,120,7,148,,14,India,1,6,6,3,8,,,0,1
84871,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,18,5,Haris Rauf,Shadab Khan,Arshdeep Singh,0,0,0,0,[],0,,,120,7,148,,13,India,1,6,6,4,8,,,0,1
84872,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,18,6,Haris Rauf,Shadab Khan,Arshdeep Singh,4,0,4,0,[],0,,,124,7,148,,12,India,1,10,6,5,8,,,4,1
84873,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,19,1,Shadab Khan,Haris Rauf,B Kumar,4,0,4,0,[],0,,,128,7,148,,11,India,1,10,10,9,5,,,4,1
84874,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,19,2,Shadab Khan,Haris Rauf,B Kumar,0,0,0,0,[],1,lbw,Shadab Khan,128,8,148,,10,India,1,0,10,0,5,10,10,0,1
84875,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,19,3,Naseem Shah,Haris Rauf,B Kumar,0,0,0,0,[],1,lbw,Naseem Shah,128,9,148,,9,India,1,0,10,0,5,0,1,0,1
84876,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,19,4,Shahnawaz Dhani,Haris Rauf,B Kumar,0,0,0,0,[],0,,,128,9,148,,8,India,1,0,10,1,5,,,0,1
84877,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,19,5,Shahnawaz Dhani,Haris Rauf,B Kumar,6,0,6,0,[],0,,,134,9,148,,7,India,1,6,10,2,5,,,6,1
84878,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,19,6,Shahnawaz Dhani,Haris Rauf,B Kumar,2,0,2,0,[],0,,,136,9,148,,6,India,1,8,10,3,5,,,2,1
84879,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,20,1,Haris Rauf,Shahnawaz Dhani,Arshdeep Singh,0,0,0,0,[],0,,,136,9,148,,5,India,1,10,8,6,3,,,0,1
84880,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,20,2,Haris Rauf,Shahnawaz Dhani,Arshdeep Singh,3,0,3,0,[],0,,,139,9,148,,4,India,1,13,8,7,3,,,3,1
84881,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,20,3,Shahnawaz Dhani,Haris Rauf,Arshdeep Singh,2,0,2,0,[],0,,,141,9,148,,3,India,1,10,13,4,7,,,2,1
84882,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,20,4,Shahnawaz Dhani,Haris Rauf,Arshdeep Singh,6,0,6,0,[],0,,,147,9,148,,2,India,1,16,13,5,7,,,6,1
84883,1327270,8/28/2022,Dubai International Cricket Stadium,Pakistan,India,1,20,5,Shahnawaz Dhani,Haris Rauf,Arshdeep Singh,0,0,0,0,[],1,bowled,Shahnawaz Dhani,147,10,148,,1,India,1,0,13,0,7,16,6,0,1
